TIME:20.684114933,CODE:5
STOP
14m,0.00%,46,22m,0.00%,68
14m,0.75%,46,22m,0.74%,68
14m,0.00%,46,6m,0.43%,68
14m,0.77%,46,6m,0.00%,68
15m,0.00%,46,6m,0.81%,68
15m,0.81%,46,7m,0.83%,68
15m,0.42%,45,7m,0.00%,67
15m,0.80%,46,7m,0.77%,67
15m,0.45%,45,7m,0.00%,67
16m,0.00%,45,7m,0.82%,67
16m,0.84%,45,7m,0.00%,67
16m,0.91%,45,8m,0.88%,66
TIME:22.618407011,CODE:6
STOP
17m,0.00%,45,8m,0.00%,67
17m,0.37%,45,8m,0.37%,67
17m,0.00%,45,9m,0.00%,67
17m,0.48%,44,9m,0.49%,66
18m,0.00%,44,9m,0.84%,66
18m,0.49%,44,9m,0.48%,66
18m,0.00%,44,9m,0.00%,66
18m,0.45%,44,9m,0.45%,66
18m,0.00%,44,10m,0.00%,66
18m,0.00%,44,10m,0.80%,66
TIME:19.5536458492,CODE:7
STOP
19m,1.39%,45,10m,0.00%,67
TIME:7.13632011414,CODE:8
STOP
20m,0.00%,46,11m,0.00%,68
20m,0.74%,46,11m,0.72%,68
20m,0.00%,46,12m,0.00%,68
TIME:5.74571681023,CODE:9
STOP
21m,0.00%,46,13m,0.48%,68
21m,0.42%,46,13m,0.00%,68
21m,0.00%,46,13m,0.77%,68
22m,0.82%,46,13m,0.00%,68
22m,0.00%,46,13m,0.46%,68
22m,0.73%,46,13m,0.77%,68
22m,0.00%,46,14m,0.45%,68
22m,0.79%,46,14m,0.00%,68
23m,0.95%,46,14m,0.47%,68
23m,0.00%,46,14m,0.00%,68
23m,0.78%,46,14m,0.78%,68
23m,0.00%,46,14m,0.00%,68
TIME:21.6724541187,CODE:1
STOP
24m,0.00%,46,15m,0.57%,68
24m,0.37%,46,15m,0.00%,68
24m,0.00%,46,16m,0.73%,68
24m,1.64%,46,16m,0.00%,68
8m,0.42%,46,16m,0.42%,68
8m,0.00%,46,16m,0.66%,68
9m,0.40%,46,16m,0.41%,68
9m,0.80%,46,16m,0.79%,68
9m,0.46%,46,17m,0.00%,68
9m,0.73%,46,17m,0.72%,68
9m,0.82%,46,17m,0.00%,68
9m,0.00%,46,17m,0.88%,68
10m,0.90%,46,17m,0.00%,68
TIME:23.3477590084,CODE:2
STOP
TIME:0.596674919128,CODE:3
STOP
TIME:0.547814846039,CODE:4
STOP
11m,0.46%,46,18m,0.43%,68
11m,0.00%,46,18m,0.66%,68
11m,0.43%,46,18m,0.00%,68
11m,0.00%,46,18m,0.47%,68
11m,0.80%,46,19m,0.00%,68
12m,0.00%,46,19m,0.44%,68
12m,0.71%,46,19m,0.00%,68
12m,0.00%,46,19m,1.72%,68
12m,0.46%,46,19m,0.00%,68
12m,0.00%,46,20m,0.00%,68
TIME:19.7419650555,CODE:5
STOP
13m,0.00%,46,21m,0.52%,68
13m,0.42%,46,21m,0.00%,68
14m,0.00%,46,21m,1.48%,68
14m,0.43%,46,21m,0.00%,68
14m,0.00%,46,21m,0.76%,68
14m,0.81%,46,21m,0.00%,68
14m,0.00%,46,22m,0.42%,68
14m,0.74%,47,22m,0.00%,68
15m,0.90%,46,22m,0.44%,68
15m,0.00%,46,22m,0.77%,68
15m,0.84%,46,22m,0.87%,68
15m,0.00%,47,6m,0.88%,68
TIME:22.4929959774,CODE:6
STOP
16m,2.81%,45,7m,0.48%,67
16m,0.00%,45,7m,0.67%,67
16m,0.39%,45,7m,0.41%,67
17m,0.00%,45,8m,0.00%,67
17m,0.48%,45,8m,0.47%,67
17m,0.00%,45,8m,0.00%,67
17m,0.41%,44,8m,0.42%,66
17m,0.65%,44,8m,0.00%,66
18m,0.00%,44,8m,0.41%,66
18m,0.76%,44,9m,1.56%,66
18m,0.92%,44,9m,0.00%,66
TIME:20.7082710266,CODE:7
STOP
19m,0.00%,45,9m,0.00%,67
19m,0.45%,45,10m,0.44%,67
19m,0.42%,45,10m,0.42%,67
